OBJECTID,src_boro_c,nbr_boro_c,LENGTH,NODE_COUNT
4049,3004500,3006900,0.002631613289234,0
4050,3004600,3004400,0.010007992325373,0
4051,3004600,3005000,0.009809182500655,0
4052,3004600,3006200,0.007023348902955,0
4053,3004600,3006400,0.005549574943997,0
4054,3004600,3013800,0.000788478256406,0
4055,3004700,1000500,0.004811449533808,0
4056,3004700,3000700,0.004557470171466,0
4057,3004700,3004900,0.006601273107089,0
4058,3004700,3005100,0.004801505157227,0
4059,3004700,3005300,0.003142357469976,0
4060,3004700,3006300,0.000000000000000,1
4061,3004900,3000700,0.001597379131048,0
4062,3004900,3004500,0.004504947902238,0
4063,3004900,3004700,0.006601273107089,0
4064,3004900,3005100,0.000000000000000,1
4065,3004900,3006300,0.001626780813478,0
4066,3004900,3006700,0.002084135055987,0
4067,3005000,3004600,0.009809182500655,0
4068,3005000,3005201,0.007731192766184,0
4069,3005000,3006000,0.002267070234110,0
4070,3005000,3006200,0.001672779032786,0
4071,3005100,3004700,0.004801505157227,0
4072,3005100,3004900,0.000000000000000,1
4073,3005100,3005300,0.002231871320218,0
4074,3005100,3005900,0.004932833810164,0
4075,3005100,3006300,0.006203532298108,0
4076,3005201,3005000,0.007731192766184,0
4077,3005201,3005202,0.006355473718513,0
4078,3005201,3005800,0.001470831058116,0
4079,3005201,3006000,0.000738703397866,0
4080,3005202,3005201,0.006355473718513,0
4081,3005202,3005400,0.005355172776492,0
4082,3005202,3005800,0.001467772580802,0
4083,3005300,1000500,0.004408129586248,0
4084,3005300,3001800,0.000273338631272,0
4085,3005300,3004700,0.003142357469976,0
4086,3005300,3005100,0.002231871320218,0
4087,3005300,3005900,0.010431314654462,0
4088,3005300,3006500,0.002044550761219,0
4089,3005300,3007700,0.002486754777382,0
4090,3005300,3008500,0.014746226495412,0
4091,3005300,3011900,0.000000000000000,1
4092,3005400,3005202,0.005355172776492,0
4093,3005400,3005601,0.010801759871682,0
4094,3005400,3005800,0.005921935333722,0
4095,3005400,3016000,0.000000000000000,1
4096,3005400,3016200,0.001573893532823,0
4097,3005601,3005400,0.010801759871682,0
4098,3005601,3005602,0.007104993406591,0
4099,3005601,3016200,0.001733217936079,0
4100,3005602,3005601,0.007104993406591,0
4101,3005602,3016200,0.006012097422601,0
4102,3005602,3016400,0.000306007262595,0
4103,3005800,3005201,0.001470831058116,0
4104,3005800,3005202,0.001467772580802,0
4105,3005800,3005400,0.005921935333722,0
4106,3005800,3006000,0.005910247886318,0
4107,3005800,3016000,0.005009289012123,0
4108,3005800,3016200,0.000000000000000,1
4109,3005900,3005100,0.004932833810164,0
4110,3005900,3005300,0.010431314654462,0
4111,3005900,3006300,0.001533137417868,0
4112,3005900,3006500,0.003715632756181,0
4113,3005900,3008500,0.011286562688627,0
4114,3006000,3005000,0.002267070234110,0
4115,3006000,3005201,0.000738703397866,0
4116,3006000,3005800,0.005910247886318,0
4117,3006000,3006200,0.005546427297856,0
4118,3006000,3013800,0.000000000000000,1
4119,3006000,3016000,0.003204833417580,0
4120,3006200,3004600,0.007023348902955,0
4121,3006200,3005000,0.001672779032786,0
4122,3006200,3006000,0.005546427297856,0
4123,3006200,3013800,0.003163566506739,0
4124,3006200,3016000,0.000000000000000,1
4125,3006300,3004700,0.000000000000000,1
4126,3006300,3004900,0.001626780813478,0
4127,3006300,3005100,0.006203532298108,0
4128,3006300,3005900,0.001533137417868,0
4129,3006300,3006500,0.005052832533914,0
4130,3006300,3006700,0.002233326794707,0
4131,3006400,3004400,0.003944364747370,0
4132,3006400,3004600,0.005549574943997,0
4133,3006400,3006600,0.005552995964750,0
4134,3006400,3013400,0.000000000000000,1
4135,3006400,3013600,0.003158866873673,0
4136,3006400,3013800,0.000787419363226,0
4137,3006500,3005300,0.002044550761219,0
4138,3006500,3005900,0.003715632756181,0
4139,3006500,3006300,0.005052832533914,0
4140,3006500,3006700,0.003989165891424,0
4141,3006500,3007500,0.000736315785268,0
4142,3006500,3007700,0.007906138998850,0
4143,3006600,3003600,0.002219154816402,0
4144,3006600,3004400,0.000765079900477,0
4145,3006600,3006400,0.005552995964750,0
4146,3006600,3006800,0.005548277539123,0
4147,3006600,3013000,0.000747002260746,0
4148,3006600,3013400,0.002223610933384,0
4149,3006600,3013600,0.000000000000000,1
4150,3006700,3004500,0.003981163204980,0
4151,3006700,3004900,0.002084135055987,0
4152,3006700,3006300,0.002233326794707,0
4153,3006700,3006500,0.003989165891424,0
4154,3006700,3006900,0.001134975282254,0
4155,3006700,3007500,0.003005992558056,0
4156,3006800,3003000,0.000996197612077,0
4157,3006800,3003600,0.002584279233211,0
4158,3006800,3006600,0.005548277539123,0
4159,3006800,3007000,0.006006173338519,0
4160,3006800,3012600,0.000853215164374,0
4161,3006800,3013000,0.002656236771302,0
4162,3006900,3004100,0.000000000000000,1
4163,3006900,3004300,0.005349707488495,0
4164,3006900,3004500,0.002631613289234,0
4165,3006900,3006700,0.001134975282254,0
4166,3006900,3007100,0.003825934940662,0
4167,3006900,3007500,0.004802274759066,0
4168,3007000,3002200,0.007727567611479,0
4169,3007000,3003000,0.002433605097548,0
4170,3007000,3006800,0.006006173338519,0
4171,3007000,3007200,0.003512451401065,0
4172,3007000,3012200,0.000000000000000,1
4173,3007000,3012600,0.002872069373442,0
4174,3007100,3003900,0.000000000000000,1
4175,3007100,3004100,0.004652753010109,0
4176,3007100,3004300,0.000000000000000,1
4177,3007100,3006900,0.003825934940662,0
4178,3007100,3007500,0.004193523975447,0
4179,3007100,3011900,0.001970461018533,0
4180,3007100,3012700,0.003833444912021,0
4181,3007200,3002200,0.001017481164170,0
4182,3007200,3007000,0.003512451401065,0
4183,3007200,3007400,0.002105615125445,0
4184,3007200,3012200,0.003699018702940,0
4185,3007200,3012600,0.000000000000000,1
4186,3007400,3002200,0.003262791738223,0
4187,3007400,3007200,0.002105615125445,0
4188,3007400,3007600,0.004782908997141,0
4189,3007400,3010000,0.000000000000000,1
4190,3007400,3010200,0.003264649945513,0
4191,3007400,3012200,0.002638096984541,0
4192,3007500,3006500,0.000736315785268,0
4193,3007500,3006700,0.003005992558056,0
4194,3007500,3006900,0.004802274759066,0
4195,3007500,3007100,0.004193523975447,0
4196,3007500,3007700,0.008529108554536,0
4197,3007500,3011900,0.003076290603565,0
4198,3007600,3002000,0.001621120364209,0
4199,3007600,3002200,0.001604240089028,0
4200,3007600,3007400,0.004782908997141,0
4201,3007600,3007800,0.004781647047757,0
4202,3007600,3009800,0.000000000000000,1
4203,3007600,3010000,0.003233194242544,0
4204,3007600,3010200,0.000000000000000,1
4205,3007700,3001800,0.000000000000000,1
4206,3007700,3005300,0.002486754777382,0
4207,3007700,3006500,0.007906138998850,0
4208,3007700,3007500,0.008529108554536,0
4209,3007700,3011900,0.012745263048388,0
4210,3007800,3002000,0.003230505783024,0
4211,3007800,3007600,0.004781647047757,0
4212,3007800,3008000,0.004797346020288,0
4213,3007800,3009600,0.000000000000000,1
4214,3007800,3009800,0.003232827436644,0
4215,3007800,3010000,0.000000000000000,1
4216,3008000,3000200,0.002425149317284,0
4217,3008000,3002000,0.000813402172704,0
4218,3008000,3007800,0.004797346020288,0
4219,3008000,3008200,0.004790213413110,0
4220,3008000,3008600,0.000000000000000,1
4221,3008000,3009600,0.003230318180150,0
4222,3008000,3009800,0.000000000000000,1
4223,3008200,3000200,0.003228486467502,0
4224,3008200,3008000,0.004790213413110,0
4225,3008200,3008400,0.004799518957816,0
4226,3008200,3008600,0.002427125881739,0
4227,3008200,3008800,0.000807702919633,0
4228,3008200,3009600,0.000000000000000,1
4229,3008400,3000200,0.003227494708263,0
4230,3008400,3001800,0.002432645913820,0
4231,3008400,3008200,0.004799518957816,0
4232,3008400,3008800,0.003231016999323,0
4233,3008400,3010100,0.004789892078505,0
4234,3008400,3017500,0.002427180557199,0
4235,3008500,3005300,0.014746226495412,0
4236,3008500,3005900,0.011286562688627,0
4237,3008600,3008000,0.000000000000000,1
4238,3008600,3008200,0.002427125881739,0
4239,3008600,3008800,0.005150888161594,0
4240,3008600,3009000,0.000000000000000,1
4241,3008600,3009200,0.002427122217006,0
4242,3008600,3009400,0.000000000000000,1
4243,3008600,3009600,0.005149219316949,0
4244,3008800,3008200,0.000807702919633,0
4245,3008800,3008400,0.003231016999323,0
4246,3008800,3008600,0.005150888161594,0
4247,3008800,3009000,0.003264075228569,0
4248,3008800,3009200,0.000000000000000,1
4249,3008800,3017500,0.005867066234381,0
4250,3009000,3008600,0.000000000000000,1
4251,3009000,3008800,0.003264075228569,0
4252,3009000,3009200,0.005139311854633,0
4253,3009000,3011000,0.003238492178339,0
4254,3009000,3011200,0.000000000000000,1
4255,3009000,3017500,0.005127385890010,0
4256,3009200,3008600,0.002427122217006,0
4257,3009200,3008800,0.000000000000000,1
4258,3009200,3009000,0.005139311854633,0
4259,3009200,3009400,0.005144205790325,0
4260,3009200,3009600,0.000000000000000,1
4261,3009200,3011000,0.000000000000000,1
4262,3009200,3011200,0.002421899767202,0
4263,3009400,3008600,0.000000000000000,1
4264,3009400,3009200,0.005144205790325,0
4265,3009400,3009600,0.003234294380559,0
4266,3009400,3009800,0.000000000000000,1
4267,3009400,3010800,0.005146906436765,0
4268,3009400,3011200,0.001617443073313,0
4269,3009400,3011400,0.001616553359515,0
4270,3009600,3007800,0.000000000000000,1
4271,3009600,3008000,0.003230318180150,0
4272,3009600,3008200,0.000000000000000,1
4273,3009600,3008600,0.005149219316949,0
4274,3009600,3009200,0.000000000000000,1
4275,3009600,3009400,0.003234294380559,0
4276,3009600,3009800,0.005146868838982,0
4277,3009600,3010800,0.000000000000000,1
4278,3009800,3007600,0.000000000000000,1
4279,3009800,3007800,0.003232827436644,0
4280,3009800,3008000,0.000000000000000,1
4281,3009800,3009400,0.000000000000000,1
4282,3009800,3009600,0.005146868838982,0
4283,3009800,3010000,0.005146320907369,0
4284,3009800,3010600,0.000000000000000,1
4285,3009800,3010800,0.003235068646280,0
4286,3010000,3007400,0.000000000000000,1
4287,3010000,3007600,0.003233194242544,0
4288,3010000,3007800,0.000000000000000,1
4289,3010000,3009800,0.005146320907369,0
4290,3010000,3010200,0.005146403902627,0
4291,3010000,3010400,0.000000000000000,1
4292,3010000,3010600,0.003232193059848,0
4293,3010000,3010800,0.000000000000000,1
4294,3010100,3001800,0.007273950610677,0
4295,3010100,3008400,0.004789892078505,0
4296,3010100,3014500,0.004780915218843,0
4297,3010100,3017500,0.007274100366622,0
4298,3010200,3007400,0.003264649945513,0
4299,3010200,3007600,0.000000000000000,1
4300,3010200,3010000,0.005146403902627,0
4301,3010200,3010400,0.003261730179296,0
4302,3010200,3010600,0.000000000000000,1
4303,3010200,3011800,0.002572274628427,0
4304,3010200,3012200,0.002575683807869,0
4305,3010400,3010000,0.000000000000000,1
4306,3010400,3010200,0.003261730179296,0
4307,3010400,3010600,0.005145645436383,0
4308,3010400,3011600,0.003263591630692,0
4309,3010400,3011800,0.005143741466476,0
4310,3010600,3009800,0.000000000000000,1
4311,3010600,3010000,0.003232193059848,0
4312,3010600,3010200,0.000000000000000,1
4313,3010600,3010400,0.005145645436383,0
4314,3010600,3010800,0.005146482301633,0
4315,3010600,3011400,0.000000000000000,1
4316,3010600,3011600,0.003234301193837,0
4317,3010800,3009400,0.005146906436765,0
4318,3010800,3009600,0.000000000000000,1
4319,3010800,3009800,0.003235068646280,0
4320,3010800,3010000,0.000000000000000,1
4321,3010800,3010600,0.005146482301633,0
4322,3010800,3011400,0.003231596816897,0
4323,3010800,3011600,0.000000000000000,1
4324,3011000,3009000,0.003238492178339,0
4325,3011000,3009200,0.000000000000000,1
4326,3011000,3011200,0.005067969575026,0
4327,3011000,3017500,0.005694279538789,0
4328,3011000,3022400,0.001723577703127,0
4329,3011000,3022600,0.001725811990287,0
4330,3011200,3009000,0.000000000000000,1
4331,3011200,3009200,0.002421899767202,0
4332,3011200,3009400,0.001617443073313,0
4333,3011200,3011000,0.005067969575026,0
4334,3011200,3011400,0.004283007948632,0
4335,3011200,3022200,0.001725600509687,0
4336,3011200,3022400,0.002583628118671,0
4337,3011400,3009400,0.001616553359515,0
4338,3011400,3010600,0.000000000000000,1
4339,3011400,3010800,0.003231596816897,0
4340,3011400,3011200,0.004283007948632,0
4341,3011400,3011600,0.003347351981953,0
4342,3011400,3021800,0.000000000000000,1
4343,3011400,3022000,0.003447631114512,0
4344,3011400,3022200,0.001722071049526,0
4345,3011600,3010400,0.003263591630692,0
4346,3011600,3010600,0.003234301193837,0
4347,3011600,3010800,0.000000000000000,1
4348,3011600,3011400,0.003347351981953,0
4349,3011600,3011800,0.002092058945171,0
4350,3011600,3021400,0.001755369558198,0
4351,3011600,3021600,0.002584244344583,0
4352,3011600,3021800,0.002587807779000,0
4353,3011600,3022000,0.000000000000000,1
4354,3011700,3001800,0.002645514583747,0
4355,3011700,3011900,0.003246657951155,0
4356,3011700,3012100,0.005178405821957,0
4357,3011700,3013900,0.001565582664827,0
4358,3011700,3014100,0.003182967651298,0
4359,3011700,3014300,0.002489466649436,0
4360,3011800,3010200,0.002572274628427,0
4361,3011800,3010400,0.005143741466476,0
4362,3011800,3011600,0.002092058945171,0
4363,3011800,3012000,0.011103176114911,0
4364,3011800,3012200,0.003255002960420,0
4365,3011800,3021200,0.000000000000000,1
4366,3011800,3021400,0.001753081385358,0
4367,3011900,3001800,0.003919713027094,0
4368,3011900,3005300,0.000000000000000,1
4369,3011900,3007100,0.001970461018533,0
4370,3011900,3007500,0.003076290603565,0
4371,3011900,3007700,0.012745263048388,0
4372,3011900,3011700,0.003246657951155,0
4373,3011900,3012100,0.008313212260096,0
4374,3011900,3012700,0.004669193989407,0
4375,3011900,3013100,0.002304641065402,0
4376,3011900,3013300,0.002778206657308,0
4377,3011900,3013500,0.003137547721881,0
4378,3011900,3013700,0.001575067732565,0
4379,3012000,3011800,0.011103176114911,0
4380,3012000,3012200,0.000709501260590,0
4381,3012000,3012600,0.003201915915730,0
4382,3012000,3012801,0.006009649469202,0
4383,3012000,3021000,0.000000000000000,1
4384,3012000,3021200,0.003587525577448,0
4385,3012000,3021400,0.000000000000000,1
4386,3012100,3011700,0.005178405821957,0
4387,3012100,3011900,0.008313212260096,0
4388,3012100,3013700,0.001559257064133,0
4389,3012100,3013900,0.001574680392150,0
4390,3012200,3007000,0.000000000000000,1
4391,3012200,3007200,0.003699018702940,0
4392,3012200,3007400,0.002638096984541,0
4393,3012200,3010200,0.002575683807869,0
4394,3012200,3011800,0.003255002960420,0
4395,3012200,3012000,0.000709501260590,0
4396,3012200,3012600,0.005162888743382,0
4397,3012600,3006800,0.000853215164374,0
4398,3012600,3007000,0.002872069373442,0
4399,3012600,3007200,0.000000000000000,1
4400,3012600,3012000,0.003201915915730,0
4401,3012600,3012200,0.005162888743382,0
4402,3012600,3012801,0.002367802626427,0
4403,3012600,3013000,0.006244791597200,0
4404,3012600,3013200,0.000000000000000,1
4405,3012600,3013400,0.002808202236874,0
4406,3012700,3003900,0.004653870145380,0
4407,3012700,3004100,0.000000000000000,1
4408,3012700,3007100,0.003833444912021,0
4409,3012700,3011900,0.004669193989407,0
4410,3012700,3012901,0.003062570487552,0
4411,3012700,3013100,0.000769359597457,0
4412,3012801,3012000,0.006009649469202,0
4413,3012801,3012600,0.002367802626427,0
4414,3012801,3013200,0.004558208323581,0
4415,3012801,3013400,0.000000000000000,1
4416,3012801,3020800,0.000000000000000,1
4417,3012801,3021000,0.002571641111778,0
4418,3012801,3021200,0.000000000000000,1
4419,3012901,3003500,0.002595475322747,0
4420,3012901,3003900,0.002842901617779,0
4421,3012901,3012700,0.003062570487552,0
4422,3012901,3012902,0.005260958302735,0
4423,3012901,3013100,0.002800545669951,0
4424,3012902,3003500,0.002238061652557,0
4425,3012902,3012901,0.005260958302735,0
4426,3012902,3013100,0.002682664640049,0
4427,3012902,3015900,0.000000000000000,1
4428,3012902,3016100,0.005610107298061,0
4429,3012902,3017900,0.000000000000000,1
4430,3013000,3006600,0.000747002260746,0
4431,3013000,3006800,0.002656236771302,0
4432,3013000,3012600,0.006244791597200,0
4433,3013000,3013400,0.008162169442720,0
4434,3013100,3011900,0.002304641065402,0
4435,3013100,3012700,0.000769359597457,0
4436,3013100,3012901,0.002800545669951,0
4437,3013100,3012902,0.002682664640049,0
4438,3013100,3013300,0.005455719340843,0
4439,3013100,3015700,0.000000000000000,1
4440,3013100,3015900,0.003172406211598,0
4441,3013100,3016100,0.000000000000000,1
4442,3013200,3012600,0.000000000000000,1
4443,3013200,3012801,0.004558208323581,0
4444,3013200,3013400,0.004790961781599,0
4445,3013200,3013600,0.002448516192576,0
4446,3013200,3014200,0.000000000000000,1
4447,3013200,3020600,0.006202447441523,0
4448,3013200,3020800,0.001720718667194,0
4449,3013200,3021000,0.000000000000000,1
4450,3013300,3011900,0.002778206657308,0
4451,3013300,3013100,0.005455719340843,0
4452,3013300,3013500,0.005313909115762,0
4453,3013300,3015500,0.000000000000000,1
4454,3013300,3015700,0.003241951316777,0
4455,3013300,3015900,0.000000000000000,1
4456,3013400,3006400,0.000000000000000,1
4457,3013400,3006600,0.002223610933384,0
4458,3013400,3012600,0.002808202236874,0
4459,3013400,3012801,0.000000000000000,1
4460,3013400,3013000,0.008162169442720,0
4461,3013400,3013200,0.004790961781599,0
4462,3013400,3013600,0.009220027279098,0
4463,3013500,3011900,0.003137547721881,0
4464,3013500,3013300,0.005313909115762,0
4465,3013500,3013700,0.005314375713704,0
4466,3013500,3015300,0.000000000000000,1
4467,3013500,3015500,0.003137737510151,0
4468,3013500,3015700,0.000000000000000,1
4469,3013600,3006400,0.003158866873673,0
4470,3013600,3006600,0.000000000000000,1
4471,3013600,3013200,0.002448516192576,0
4472,3013600,3013400,0.009220027279098,0
4473,3013600,3013800,0.005544361525534,0
4474,3013600,3014200,0.005501930876546,0
4475,3013600,3020600,0.000000000000000,1
4476,3013700,3011900,0.001575067732565,0
4477,3013700,3012100,0.001559257064133,0
4478,3013700,3013500,0.005314375713704,0
4479,3013700,3013900,0.005307149368507,0
4480,3013700,3015100,0.000000000000000,1
4481,3013700,3015300,0.003148122629413,0
4482,3013700,3015500,0.000000000000000,1
4483,3013800,3004600,0.000788478256406,0
4484,3013800,3006000,0.000000000000000,1
4485,3013800,3006200,0.003163566506739,0
4486,3013800,3006400,0.000787419363226,0
4487,3013800,3013600,0.005544361525534,0
4488,3013800,3014200,0.007548858010894,0
4489,3013800,3016000,0.002504365770535,0
4490,3013900,3011700,0.001565582664827,0
4491,3013900,3012100,0.001574680392150,0
4492,3013900,3013700,0.005307149368507,0
4493,3013900,3014100,0.005309631756897,0
4494,3013900,3014900,0.000000000000000,1
4495,3013900,3015100,0.003127233269039,0
4496,3013900,3015300,0.000000000000000,1
4497,3014000,3014200,0.006162542712751,0
4498,3014000,3015200,0.001935385782276,0
4499,3014000,3015400,0.000804225529311,0
4500,3014000,3016000,0.000000000000000,1
4501,3014000,3016600,0.005711935347927,0
4502,3014000,3020400,0.000000000000000,1
4503,3014000,3020600,0.003112576531130,0
4504,3014100,3011700,0.003182967651298,0
4505,3014100,3013900,0.005309631756897,0
4506,3014100,3014300,0.005219085395121,0
4507,3014100,3014900,0.003702094596004,0
4508,3014100,3015100,0.000000000000000,1
4509,3014200,3013200,0.000000000000000,1
4510,3014200,3013600,0.005501930876546,0
4511,3014200,3013800,0.007548858010894,0
4512,3014200,3014000,0.006162542712751,0
4513,3014200,3015200,0.000000000000000,1
4514,3014200,3016000,0.003905163175654,0
4515,3014200,3020600,0.000773929573065,0
4516,3014300,3001800,0.003289620506758,0
4517,3014300,3011700,0.002489466649436,0
4518,3014300,3014100,0.005219085395121,0
4519,3014300,3014500,0.007346926404808,0
4520,3014300,3014700,0.002651599512743,0
4521,3014300,3014900,0.000552072531839,0
4522,3014500,3001800,0.003237863411262,0
4523,3014500,3010100,0.004780915218843,0
4524,3014500,3014300,0.007346926404808,0
4525,3014500,3014700,0.002421702989017,0
4526,3014500,3017500,0.003383839750202,0
4527,3014700,3014300,0.002651599512743,0
4528,3014700,3014500,0.002421702989017,0
4529,3014700,3014900,0.002500646811869,0
4530,3014700,3017500,0.004961115365720,0
4531,3014700,3150200,0.001632978989463,0
4532,3014800,3015000,0.005713058400650,0
4533,3014800,3015400,0.002581640385529,0
4534,3014800,3016600,0.005717733944958,0
4535,3014800,3019800,0.000000000000000,1
4536,3014800,3020000,0.002572560953478,0
4537,3014800,3020200,0.000000000000000,1
4538,3014900,3013900,0.000000000000000,1
4539,3014900,3014100,0.003702094596004,0
4540,3014900,3014300,0.000552072531839,0
4541,3014900,3014700,0.002500646811869,0
4542,3014900,3015100,0.005245267711373,0
4543,3014900,3016700,0.001569115778531,0
4544,3014900,3016900,0.004241703325822,0
4545,3014900,3150200,0.002637566078787,0
4546,3015000,3014800,0.005713058400650,0
4547,3015000,3015400,0.002559572220227,0
4548,3015000,3017000,0.001675858144411,0
4549,3015000,3018400,0.003227686958641,0
4550,3015000,3018600,0.000806258317089,0
4551,3015000,3019800,0.002571974701274,0
4552,3015000,3020000,0.000000000000000,1
4553,3015100,3013700,0.000000000000000,1
4554,3015100,3013900,0.003127233269039,0
4555,3015100,3014100,0.000000000000000,1
4556,3015100,3014900,0.005245267711373,0
4557,3015100,3015300,0.005240746579464,0
4558,3015100,3016700,0.003126606528205,0
4559,3015200,3014000,0.001935385782276,0
4560,3015200,3014200,0.000000000000000,1
4561,3015200,3015400,0.008912152246839,0
4562,3015200,3016000,0.004458724432940,0
4563,3015200,3016400,0.010173447165203,0
4564,3015300,3013500,0.000000000000000,1
4565,3015300,3013700,0.003148122629413,0
4566,3015300,3013900,0.000000000000000,1
4567,3015300,3015100,0.005240746579464,0
4568,3015300,3015500,0.005241360752314,0
4569,3015300,3016500,0.000785904192507,0
4570,3015300,3016700,0.002363620170955,0
4571,3015400,3014000,0.000804225529311,0
4572,3015400,3014800,0.002581640385529,0
4573,3015400,3015000,0.002559572220227,0
4574,3015400,3015200,0.008912152246839,0
4575,3015400,3016400,0.011746871445767,0
4576,3015400,3016600,0.005155423335225,0
4577,3015400,3016800,0.004574302296551,0
4578,3015400,3017000,0.009071217160487,0
4579,3015500,3013300,0.000000000000000,1
4580,3015500,3013500,0.003137737510151,0
4581,3015500,3013700,0.000000000000000,1
4582,3015500,3015300,0.005241360752314,0
4583,3015500,3015700,0.005243273656262,0
4584,3015500,3016500,0.003137681368462,0
4585,3015700,3013100,0.000000000000000,1
4586,3015700,3013300,0.003241951316777,0
4587,3015700,3013500,0.000000000000000,1
4588,3015700,3015500,0.005243273656262,0
4589,3015700,3015900,0.005371044489705,0
4590,3015700,3016500,0.003678373627159,0
4591,3015900,3012902,0.000000000000000,1
4592,3015900,3013100,0.003172406211598,0
4593,3015900,3013300,0.000000000000000,1
4594,3015900,3015700,0.005371044489705,0
4595,3015900,3016100,0.004607811410250,0
4596,3015900,3016300,0.002437975063147,0
4597,3015900,3016500,0.002693179393684,0
4598,3015900,3017700,0.001506304437577,0
4599,3015900,3020700,0.003462672720806,0
4600,3016000,3005400,0.000000000000000,1
4601,3016000,3005800,0.005009289012123,0
4602,3016000,3006000,0.003204833417580,0
4603,3016000,3006200,0.000000000000000,1
4604,3016000,3013800,0.002504365770535,0
4605,3016000,3014000,0.000000000000000,1
4606,3016000,3014200,0.003905163175654,0
4607,3016000,3015200,0.004458724432940,0
4608,3016000,3016200,0.005332164787553,0
4609,3016000,3016400,0.000451131927272,0
4610,3016100,3003500,0.000000000000000,1
4611,3016100,3012902,0.005610107298061,0
4612,3016100,3013100,0.000000000000000,1
4613,3016100,3015900,0.004607811410250,0
4614,3016100,3016300,0.006543114676112,0
4615,3016100,3017900,0.003140528022383,0
4616,3016200,3005400,0.001573893532823,0
4617,3016200,3005601,0.001733217936079,0
4618,3016200,3005602,0.006012097422601,0
4619,3016200,3005800,0.000000000000000,1
4620,3016200,3016000,0.005332164787553,0
4621,3016200,3016400,0.012135629528042,0
4622,3016300,3015900,0.002437975063147,0
4623,3016300,3016100,0.006543114676112,0
4624,3016300,3017900,0.002037141173947,0
4625,3016300,3019900,0.001181551628125,0
4626,3016300,3020300,0.002483490610004,0
4627,3016300,3020500,0.002800331455977,0
4628,3016300,3020700,0.000935173412010,0
4629,3016400,3005602,0.000306007262595,0
4630,3016400,3015200,0.010173447165203,0
4631,3016400,3015400,0.011746871445767,0
4632,3016400,3016000,0.000451131927272,0
4633,3016400,3016200,0.012135629528042,0
4634,3016400,3016800,0.001042910124380,0
4635,3016500,3015300,0.000785904192507,0
4636,3016500,3015500,0.003137681368462,0
4637,3016500,3015700,0.003678373627159,0
4638,3016500,3015900,0.002693179393684,0
4639,3016500,3016700,0.002643273777332,0
4640,3016500,3017700,0.007956291214679,0
4641,3016600,3014000,0.005711935347927,0
4642,3016600,3014800,0.005717733944958,0
4643,3016600,3015400,0.005155423335225,0
4644,3016600,3020000,0.000000000000000,1
4645,3016600,3020200,0.002572065874540,0
4646,3016600,3020400,0.002573344991590,0
4647,3016600,3020600,0.000000000000000,1
4648,3016700,3014900,0.001569115778531,0
4649,3016700,3015100,0.003126606528205,0
4650,3016700,3015300,0.002363620170955,0
4651,3016700,3016500,0.002643273777332,0
4652,3016700,3016900,0.002283027352137,0
4653,3016700,3017700,0.007295761304289,0
4654,3016800,3015400,0.004574302296551,0
4655,3016800,3016400,0.001042910124380,0
4656,3016800,3017000,0.000905529291348,0
4657,3016800,3017200,0.002620015305991,0
4658,3016800,3017400,0.004282479209947,0
4659,3016900,3014900,0.004241703325822,0
4660,3016900,3016700,0.002283027352137,0
4661,3016900,3017100,0.004695347441851,0
4662,3016900,3017700,0.003277490534592,0
4663,3016900,3150200,0.005156645840895,0
4664,3017000,3015000,0.001675858144411,0
4665,3017000,3015400,0.009071217160487,0
4666,3017000,3016800,0.000905529291348,0
4667,3017000,3017200,0.008865147003673,0
4668,3017000,3018400,0.002570233155847,0
4669,3017100,3016900,0.004695347441851,0
4670,3017100,3017700,0.006264706553232,0
4671,3017100,3050202,0.005438728471917,0
4672,3017100,3150200,0.003082755491501,0
4673,3017200,3016800,0.002620015305991,0
4674,3017200,3017000,0.008865147003673,0
4675,3017200,3017400,0.002145648910310,0
4676,3017200,3018000,0.006671651444119,0
4677,3017200,3018200,0.000000000000000,1
4678,3017200,3018400,0.002605813495449,0
4679,3017400,3016800,0.004282479209947,0
4680,3017400,3017200,0.002145648910310,0
4681,3017400,3017600,0.006284036085659,0
4682,3017400,3017800,0.000000000000000,1
4683,3017400,3018000,0.002867618763262,0
4684,3017500,3008400,0.002427180557199,0
4685,3017500,3008800,0.005867066234381,0
4686,3017500,3009000,0.005127385890010,0
4687,3017500,3010100,0.007274100366622,0
4688,3017500,3011000,0.005694279538789,0
4689,3017500,3014500,0.003383839750202,0
4690,3017500,3014700,0.004961115365720,0
4691,3017500,3022600,0.000835901113941,0
4692,3017500,3049800,0.008553088145022,0
4693,3017500,3050000,0.002266306160572,0
4694,3017500,3150200,0.013574552499437,0
4695,3017600,3017400,0.006284036085659,0
4696,3017600,3017800,0.002568977167294,0
4697,3017600,3018000,0.000000000000000,1
4698,3017600,3028000,0.006006844147528,0
4699,3017700,3015900,0.001506304437577,0
4700,3017700,3016500,0.007956291214679,0
4701,3017700,3016700,0.007295761304289,0
4702,3017700,3016900,0.003277490534592,0
4703,3017700,3017100,0.006264706553232,0
4704,3017700,3020700,0.001563641074307,0
4705,3017700,3021300,0.008514747998188,0
4706,3017700,3021500,0.005077472180801,0
4707,3017700,3032700,0.004336383249901,0
4708,3017700,3050202,0.003128654229057,0
4709,3017700,3050400,0.005156184653177,0
4710,3017700,3050600,0.007237310748812,0
4711,3017700,3050803,0.000000000000000,1
4712,3017700,3050804,0.007430867815420,0
